Pricing effective 8/2/2026. Last data refresh 8/4/2026 3:03 AM Pacific,,,,,,,,,,,,,,
Item Number,Description,MSRP,Today's Non-Dealer Price,Today's Non-Dealer Ship Cost,Dealer Price,Dealer Shipping Cost,Dealer MAP,Item Status,Discontinued,Brand,Country of Origin,UPC,Ship Type,Price Notes
P1053001,CENTER DOG,$21.75,$21.75,See Chart,$15.23,See Chart,,Available,FALSE,,TW,632414197979,Parcel,
P1053003,TAPERED BUSHING 51 X 35,$5.50,$5.50,See Chart,$3.85,See Chart,,Available,FALSE,,TW,632414197986,Parcel,
P1053005,DIRECT INDEXING PLATE,$23.60,$23.60,See Chart,$16.52,See Chart,,Available,FALSE,,TW,632414197993,Parcel,
P1053006,SPINDLE,$58.00,$58.00,See Chart,$40.60,See Chart,,Available,FALSE,,TW,632414198006,Parcel,
P1053010,FRONT BEARING SEAT,$16.05,$16.05,See Chart,$11.24,See Chart,,Unavailable,FALSE,,TW,,Parcel,
P1053011,WORM GEAR,$29.20,$29.20,See Chart,$20.44,See Chart,,Available,FALSE,,TW,632414198013,Parcel,
P1053012,RETAINING NUT M30-1.5,$7.25,$7.25,See Chart,$5.08,See Chart,,Available,FALSE,,TW,632414198020,Parcel,
P1053015,PLUG,$9.10,$9.10,See Chart,$6.37,See Chart,,Available,FALSE,,TW,632414198037,Parcel,
P1053017,LOCK HANDLE,$4.40,$4.40,See Chart,$3.08,See Chart,,Available,FALSE,,TW,690550462108,Parcel,
P1053018,GEARED HANDLE SHAFT,$9.10,$9.10,See Chart,$6.37,See Chart,,Available,FALSE,,TW,632414198044,Parcel,
P1053019,GEARED INDEXING PIN 10 X 53,$7.60,$7.60,See Chart,$5.32,See Chart,,Available,FALSE,,TW,632414198051,Parcel,
P1053020,LOCK SHAFT,$19.35,$19.35,See Chart,$13.55,See Chart,,Available,FALSE,,TW,632414198068,Parcel,
P1053021,POINTER,$3.45,$3.45,See Chart,$2.42,See Chart,,Available,FALSE,,TW,632414635693,Parcel,
P1053023,OIL FITTING 1/4 IN,$1.60,$1.60,See Chart,$1.12,See Chart,,Available,FALSE,,TW,632414541116,Parcel,
P1053024,MAIN CASTING,$172.70,$172.70,See Chart,$120.89,See Chart,,Unavailable,FALSE,,TW,,Parcel,
P1053025,NEEDLE THRUST BEARING 25 X 42 4T,$12.40,$12.40,See Chart,$8.68,See Chart,,Unavailable,FALSE,,TW,,Parcel,
P1053026,SPLIT RETAINING NUT M25-1.5,$7.60,$7.60,See Chart,$5.32,See Chart,,Unavailable,FALSE,,TW,,Parcel,
P1053032,RETAINING CLIP 38 X 18 X 0.5,$6.90,$6.90,See Chart,$4.83,See Chart,,Available,FALSE,,TW,632414198075,Parcel,
P1053033A,FRONT AND REAR SECTOR ARM,$20.70,$20.70,See Chart,$14.49,See Chart,,Available,FALSE,,TW,632414198082,Parcel,
P1053037,MOUNTING BRACKET,$30.05,$30.05,See Chart,$21.04,See Chart,,Available,FALSE,,TW,632414198129,Parcel,
P1053038,OIL FITTING,$1.60,$1.60,See Chart,$1.12,See Chart,,Available,FALSE,,TW,632414603647,Parcel,
P1053039,SPACER 19 X 14 X 3,$3.65,$3.65,See Chart,$2.56,See Chart,,Unavailable,FALSE,,TW,632414603654,Parcel,
P1053040,WORM SHAFT GEAR,$25.05,$25.05,See Chart,$17.54,See Chart,,Available,FALSE,,TW,632414198136,Parcel,
P1053046A,INDEX NEEDLE ASSY,$58.00,$58.00,See Chart,$40.60,See Chart,,Unavailable,FALSE,,TW,632414198150,Parcel,
P1053048,HEX BOLT M10-1.25 X 90,$7.90,$7.90,See Chart,$5.53,See Chart,,Available,FALSE,,TW,632414556868,Parcel,
P1053050,BASE,$173.65,$173.65,See Chart,$121.56,See Chart,,Available,FALSE,,TW,632414198167,Parcel,
P1053051,SCALE INDEX,$2.75,$2.75,See Chart,$1.93,See Chart,,Unavailable,FALSE,,TW,,Parcel,
P1053054,LASHING RING,$21.75,$21.75,See Chart,$15.23,See Chart,,Available,FALSE,,TW,632414198174,Parcel,
P1053056,HEX NUT M10-1.5,$9.85,$9.85,See Chart,$6.90,See Chart,,Available,FALSE,,TW,632414605160,Parcel,
P1053073,DEAD CENTER B&S#7,$21.75,$21.75,See Chart,$15.23,See Chart,,Unavailable,FALSE,,TW,632414198181,Parcel,
P1053101,TAILSTOCK BASE,$19.95,$19.95,See Chart,$13.97,See Chart,,Available,FALSE,,TW,632414198198,Parcel,
P1053102,CENTER BASE,$54.35,$54.35,See Chart,$38.05,See Chart,,Available,FALSE,,TW,632414586261,Parcel,
P1053103,TAILSTOCK CENTER,$16.35,$16.35,See Chart,$11.45,See Chart,,Unavailable,FALSE,,TW,632414198204,Parcel,
P1053104,KEY 5 X 5 X 10 W/ INDENT,$1.85,$1.85,See Chart,$1.30,See Chart,,Available,FALSE,,TW,632414586278,Parcel,
P1053105,ECCENTRIC SET SCREW M6-1 X 16,$1.85,$1.85,See Chart,$1.30,See Chart,,Available,FALSE,,TW,632414586285,Parcel,
P1053106,THREADED SHAFT,$3.65,$3.65,See Chart,$2.56,See Chart,,Available,FALSE,,TW,632414586292,Parcel,
P1053107,KNURLED KNOB M12-1.75,$11.85,$11.85,See Chart,$8.30,See Chart,,Available,FALSE,,TW,632414586308,Parcel,
P1053113,CHUCK BACKPLATE,$37.95,$37.95,See Chart,$26.57,See Chart,,Available,FALSE,,TW,632414198211,Parcel,
P1053MANUAL,MANUAL G1053/54 04/09,$14.65,$14.65,See Chart,$10.26,See Chart,,Available,FALSE,,US,632414198228,Parcel,
P1054001,CENTER DOG,$18.65,$18.65,See Chart,$13.06,See Chart,,Unavailable,FALSE,,TW,632414198235,Parcel,
P1054003,TAPERED BUSHING 51 X 35 X 25,$5.70,$5.70,See Chart,$3.99,See Chart,,Available,FALSE,,TW,632414628794,Parcel,
P1054005,DIRECT INDEXING PLATE,$22.95,$22.95,See Chart,$16.07,See Chart,,Available,FALSE,,TW,632414198242,Parcel,
P1054006,SPINDLE,$22.95,$22.95,See Chart,$16.07,See Chart,,Unavailable,FALSE,,TW,632414198259,Parcel,
P1054008,TAPER BEARING 32009,$63.85,$63.85,See Chart,$44.70,See Chart,,Unavailable,FALSE,,MI,,Parcel,
P1054010,FRONT BEARING SEAT,$22.95,$22.95,See Chart,$16.07,See Chart,,Unavailable,FALSE,,TW,,Parcel,
P1054011,WORM GEAR,$65.55,$65.55,See Chart,$45.89,See Chart,,Available,FALSE,,TW,632414198266,Parcel,
P1054012,RETAINING NUT M38-1.5,$13.60,$13.60,See Chart,$9.52,See Chart,,Unavailable,FALSE,,TW,,Parcel,
P1054015,PLUG,$5.15,$5.15,See Chart,$3.61,See Chart,,Unavailable,FALSE,,TW,,Parcel,
P1054017,HANDLE,$1.60,$1.60,See Chart,$1.12,See Chart,,Available,FALSE,,TW,632414198273,Parcel,
P1054018,GEARED HANDLE SHAFT,$21.75,$21.75,See Chart,$15.23,See Chart,,Available,FALSE,,TW,632414198280,Parcel,
P1054019,GEARED INDEXING PIN 10  X 75,$10.00,$10.00,See Chart,$7.00,See Chart,,Available,FALSE,,TW,632414198297,Parcel,
P1054020,LOCK SHAFT,$9.35,$9.35,See Chart,$6.55,See Chart,,Available,FALSE,,TW,632414198303,Parcel,
P1054021,POINTER,$1.49,$1.49,See Chart,$1.04,See Chart,,Unavailable,FALSE,,TW,,Parcel,
P1054024,MAIN CASTING,$195.20,$195.20,See Chart,$136.64,See Chart,,Unavailable,FALSE,,TW,,Parcel,
P1054025,NEEDLE THRUST BEARING 30 X 47 4T,$12.40,$12.40,See Chart,$8.68,See Chart,,Unavailable,FALSE,,TW,,Parcel,
P1054026,SPLIT RETAINING NUT M30-1.5,$31.75,$31.75,See Chart,$22.23,See Chart,,Unavailable,FALSE,,TW,,Parcel,
P1054032,RETAINING CLIP,$13.80,$13.80,See Chart,$9.66,See Chart,,Available,FALSE,,TW,632414198310,Parcel,
P1054033,SECTOR ARM ASSEMBLY,$15.70,$15.70,See Chart,$10.99,See Chart,,Available,FALSE,,TW,632414198327,Parcel,
P1054035,DIVIDING PLATE 37-49,$29.85,$29.85,See Chart,$20.90,See Chart,,Available,FALSE,,TW,632414571885,Parcel,
P1054035A,DIVIDING PLATE 15-20,$26.35,$26.35,See Chart,$18.45,See Chart,,Available,FALSE,,TW,632414198334,Parcel,
P1054035B,DIVIDING PLATE 21-33,$34.50,$34.50,See Chart,$24.15,See Chart,,Available,FALSE,,TW,632414198341,Parcel,
P1054037,MOUNTING BRACKET,$14.50,$14.50,See Chart,$10.15,See Chart,,Available,FALSE,,TW,632414198358,Parcel,
P1054038,OIL FITTING,$1.60,$1.60,See Chart,$1.12,See Chart,,Unavailable,FALSE,,TW,,Parcel,
P1054039,SPACER,$1.60,$1.60,See Chart,$1.12,See Chart,,Unavailable,FALSE,,TW,,Parcel,
P1054040,WORM SHAFT GEAR,$26.90,$26.90,See Chart,$18.83,See Chart,,Unavailable,FALSE,,TW,632414198365,Parcel,
P1054042A,HANDLE ASSEMBLY,$65.90,$65.90,See Chart,$46.13,See Chart,,Available,FALSE,,TW,632414198389,Parcel,
P1054044,HANDLE BRACKET,$8.50,$8.50,See Chart,$5.95,See Chart,,Available,FALSE,,TW,632414198396,Parcel,
P1054048,THREADED CLAMP SHAFT,$18.75,$18.75,See Chart,$13.13,See Chart,,Available,FALSE,,TW,632414198402,Parcel,
P1054049,SHAFT,$18.75,$18.75,See Chart,$13.13,See Chart,,Available,FALSE,,TW,632414198419,Parcel,
P1054050,BASE,$222.20,$222.20,See Chart,$155.54,See Chart,,Unavailable,FALSE,,TW,,Parcel,
P1054051,SCALE INDEX,$3.65,$3.65,See Chart,$2.56,See Chart,,Unavailable,FALSE,,TW,,Parcel,
P1054054,LASHING RING,$10.90,$10.90,See Chart,$7.63,See Chart,,Available,FALSE,,TW,632414198426,Parcel,
P1054073,DEAD CENTER B&S#9,$18.75,$18.75,See Chart,$13.13,See Chart,,Available,FALSE,,TW,632414198433,Parcel,
P1054101,TAILSTOCK BASE,$71.25,$71.25,See Chart,$49.88,See Chart,,Unavailable,FALSE,,TW,,Parcel,
P1054102,CENTER BASE,$30.85,$30.85,See Chart,$21.60,See Chart,,Available,FALSE,,TW,632414617668,Parcel,
P1054103,TAILSTOCK CENTER,$16.35,$16.35,See Chart,$11.45,See Chart,,Unavailable,FALSE,,TW,,Parcel,
P1054104,CENTER BASE KEY 3/16 X 3/16 X 3/8,$1.60,$1.60,See Chart,$1.12,See Chart,,Available,FALSE,,TW,632414198440,Parcel,
P1054105,ECCENTRIC SET SCREW M6-1 X 16,$1.60,$1.60,See Chart,$1.12,See Chart,,Available,FALSE,,TW,632414198457,Parcel,
P1054106,THREADED SHAFT,$1.60,$1.60,See Chart,$1.12,See Chart,,Unavailable,FALSE,,TW,,Parcel,
P1054107,KNURLED KNOB,$7.00,$7.00,See Chart,$4.90,See Chart,,Available,FALSE,,TW,632414198464,Parcel,
P1054113,CHUCK BACKPLATE,$50.75,$50.75,See Chart,$35.53,See Chart,,Available,FALSE,,TW,632414577856,Parcel,
P1058004,*DISCD*DRAW TUBE,$83.95,$83.95,See Chart,$58.77,See Chart,,Available,TRUE,,TW,632414198471,Parcel,
P1058005,*DISCD*HUB ADAPTOR,$75.35,$75.35,See Chart,$52.75,See Chart,,Available,TRUE,,TW,632414198488,Parcel,
P1058007,*DISCD*HANDLE,$53.80,$53.80,See Chart,$37.66,See Chart,,Available,TRUE,,TW,632414198495,Parcel,
P1058011,*DISCD*HANDLE ROD,$6.65,$6.65,See Chart,$4.66,See Chart,,Available,TRUE,,TW,632414198501,Parcel,
P1058012,*DISCD*HAND KNOB,$4.35,$4.35,See Chart,$3.05,See Chart,,Available,TRUE,,TW,632414198518,Parcel,
P1058017,*DISCD*PIVOT PIN,$2.30,$2.30,See Chart,$1.61,See Chart,,Available,TRUE,,TW,632414198525,Parcel,
P1058018,*DISCD*ROD CONNECTOR,$28.20,$28.20,See Chart,$19.74,See Chart,,Available,TRUE,,TW,632414198532,Parcel,
P1058022,*DISCD*SPANNER NUT,$4.35,$4.35,See Chart,$3.05,See Chart,,Available,TRUE,,TW,632414198549,Parcel,
P1058023,*DISCD*YOKE W/BEARING 6208,$43.15,$43.15,See Chart,$30.21,See Chart,,Available,TRUE,,TW,632414198556,Parcel,
P1058027,*DISCD*KNURLED KNOB,$5.75,$5.75,See Chart,$4.03,See Chart,,Available,TRUE,,TW,632414198563,Parcel,
P1058031,*DISCD*PIVOT PIN,$11.50,$11.50,See Chart,$8.05,See Chart,,Available,TRUE,,TW,632414198570,Parcel,
P1058032,*DISCD*SPECIAL SCREW 10-32 1/2,$2.90,$2.90,See Chart,$2.03,See Chart,,Available,TRUE,,TW,632414198587,Parcel,
P1058035,*DISCD*G1001 COLLET ADAPTOR,$64.40,$64.40,See Chart,$45.08,See Chart,,Available,TRUE,,TW,632414198594,Parcel,
P1059001,*DISCD*TABLE INSERT,$15.85,$15.85,See Chart,$11.10,See Chart,,Available,TRUE,,TW,632414198600,Parcel,
P1059002,*DISCD*BUMPER,$1.49,$1.49,See Chart,$1.04,See Chart,,Available,TRUE,,TW,632414198617,Parcel,
P1059008,*DISCD*TILT SCALE,$6.65,$6.65,See Chart,$4.66,See Chart,,Available,TRUE,,TW,632414198624,Parcel,
P1059010,*DISCD*EXTENSION WING,$26.45,$26.45,See Chart,$18.52,See Chart,,Available,TRUE,,TW,632414198631,Parcel,
P1059018,*DISCD*SPECIAL BOLT,$2.60,$2.60,See Chart,$1.82,See Chart,,Available,TRUE,,TW,632414198648,Parcel,
P1059020,*DISCD*REAR GUIDE RAIL,$19.85,$19.85,See Chart,$13.90,See Chart,,Available,TRUE,,TW,632414198655,Parcel,
P1059021,*DISCD*WIDTH REGULATOR,$36.80,$36.80,See Chart,$25.76,See Chart,,Available,TRUE,,TW,632414198662,Parcel,
P1059022,*DISCD*HAND KNOB,$6.65,$6.65,See Chart,$4.66,See Chart,,Available,TRUE,,TW,632414198679,Parcel,
P1059024,*DISCD*CLAMP BLOCK,$4.90,$4.90,See Chart,$3.43,See Chart,,Available,TRUE,,TW,632414198686,Parcel,
P1059029,*DISCD*FENCE,$19.85,$19.85,See Chart,$13.90,See Chart,,Available,TRUE,,TW,632414198693,Parcel,
P1059034,*DISCD*CLAMP ROD,$6.65,$6.65,See Chart,$4.66,See Chart,,Available,TRUE,,TW,632414198716,Parcel,
P1059036,*DISCD*ROLL PIN,$1.49,$1.49,See Chart,$1.04,See Chart,,Available,TRUE,,TW,632414198723,Parcel,
P1059040,*DISCD*LEFT GUARD,$13.25,$13.25,See Chart,$9.28,See Chart,,Available,TRUE,,TW,632414198730,Parcel,
P1059057A,*DISCD*COMPLETE BLADE GUARD ASSY,$96.90,$96.90,See Chart,$67.83,See Chart,,Available,TRUE,,TW,632414198747,Parcel,
P1059067,*DISCD*HAND KNOB,$6.65,$6.65,See Chart,$4.66,See Chart,,Available,TRUE,,TW,632414198754,Parcel,
P1059072,*DISCD*MITER BAR,$13.25,$13.25,See Chart,$9.28,See Chart,,Available,TRUE,,TW,632414198761,Parcel,
P1059073,*DISCD*LOCATING PLATE,$2.60,$2.60,See Chart,$1.82,See Chart,,Available,TRUE,,TW,632414198778,Parcel,
P1059076,*DISCD*POINTER,$2.05,$2.05,See Chart,$1.44,See Chart,,Available,TRUE,,TW,632414198785,Parcel,
P1059083,*DISCD*POINTER,$10.10,$10.10,See Chart,$7.07,See Chart,,Available,TRUE,,TW,632414198792,Parcel,
P1059085,*DISCD*SET COLLAR 3/8,$2.60,$2.60,See Chart,$1.82,See Chart,,Available,TRUE,,TW,632414198808,Parcel,
P1059090,*DISCD*REAR BRACKET,$74.50,$74.50,See Chart,$52.15,See Chart,,Available,TRUE,,TW,632414198815,Parcel,
P1059094,*DISCD*STOP BLOCK,$6.65,$6.65,See Chart,$4.66,See Chart,,Available,TRUE,,TW,632414198822,Parcel,
P1059103,*DISCD*ECCENTRIC,$13.25,$13.25,See Chart,$9.28,See Chart,,Available,TRUE,,TW,632414198839,Parcel,
P1059104,*DISCD*ELEVATING SHAFT,$19.85,$19.85,See Chart,$13.90,See Chart,,Available,TRUE,,TW,632414198846,Parcel,
P1059106,*DISCD*FIBER WASHER,$1.49,$1.49,See Chart,$1.04,See Chart,,Available,TRUE,,TW,632414198853,Parcel,
P1059107,*DISCD*SPACER,$2.60,$2.60,See Chart,$1.82,See Chart,,Available,TRUE,,TW,632414198860,Parcel,
P1059112,*DISCD*ARBOR BRACKET,$66.15,$66.15,See Chart,$46.31,See Chart,,Available,TRUE,,TW,632414198877,Parcel,
P1059119,*DISCD*WAVE WASHER,$2.60,$2.60,See Chart,$1.82,See Chart,,Available,TRUE,,TW,632414198884,Parcel,
P1059121,*DISCD*SPECIAL NUT,$5.20,$5.20,See Chart,$3.64,See Chart,,Available,TRUE,,TW,632414198891,Parcel,
P1059124,*DISCD*REAR TRUNNION,$39.70,$39.70,See Chart,$27.79,See Chart,,Available,TRUE,,TW,632414198907,Parcel,
P1059125,*DISCD*REAR TRUNNION BRACKET,$33.10,$33.10,See Chart,$23.17,See Chart,,Available,TRUE,,TW,632414198914,Parcel,
P1059128,*DISCD*MOTOR BRACKET,$33.10,$33.10,See Chart,$23.17,See Chart,,Available,TRUE,,TW,632414198921,Parcel,
P1059140,*DISCD*MOTOR 1HP,$289.25,$289.25,See Chart,$260.33,See Chart,,Available,TRUE,,TW,632414198938,Parcel,
P1059148,*DISCD*GUARD PLATE,$13.25,$13.25,See Chart,$9.28,See Chart,,Available,TRUE,,TW,632414198945,Parcel,
P1059158,*DISCD*SPECIAL BOLT,$2.05,$2.05,See Chart,$1.44,See Chart,,Available,TRUE,,TW,632414198969,Parcel,
P1059166,*DISCD*RUBBER FOOT,$2.60,$2.60,See Chart,$1.82,See Chart,,Available,TRUE,,TW,632414198976,Parcel,
P1060007,FRONT STRUT,$5.15,$5.15,See Chart,$3.61,See Chart,,Available,TRUE,,TW,632414199027,Parcel,
P1060008,REAR STRUT,$4.05,$4.05,See Chart,$2.84,See Chart,,Available,TRUE,,TW,632414199034,Parcel,
P1060010,ANCHOR PLATE,$1.49,$1.49,See Chart,$1.04,See Chart,,Available,TRUE,,TW,632414199041,Parcel,
P1060014,PILLAR,$42.55,$42.55,See Chart,$29.79,See Chart,,Available,TRUE,,TW,632414199065,Parcel,
P1060015,CONNECTING LINK,$1.75,$1.75,See Chart,$1.23,See Chart,,Available,FALSE,,TW,632414199072,Parcel,
P1060018,GUIDE BUSHING STEEL,$1.60,$1.60,See Chart,$1.12,See Chart,,Available,TRUE,,TW,632414199089,Parcel,
P1060024,FULCRUM BOLT LOWER M8 X 1.25,$3.40,$3.40,See Chart,$2.38,See Chart,,Available,TRUE,,TW,632414199102,Parcel,
P1060027,TABLE TILT GAUGE,$1.85,$1.85,See Chart,$1.30,See Chart,,Available,TRUE,,TW,632414199119,Parcel,
P1060030,TABLE,$48.05,$48.05,See Chart,$33.64,See Chart,,Available,TRUE,,TW,632414199126,Parcel,
P1060032,PLUG,$1.49,$1.49,See Chart,$1.04,See Chart,,Available,TRUE,,TW,632414199133,Parcel,
P1060033,UPPER ARM,$15.25,$15.25,See Chart,$10.68,See Chart,,Available,TRUE,,TW,690550263637,Parcel,
P1060037,SUPPORT ARM,$16.65,$16.65,See Chart,$11.66,See Chart,,Available,TRUE,,TW,632414199164,Parcel,
P1060039,HOSE CLAMP,$1.49,$1.49,See Chart,$1.04,See Chart,,Available,TRUE,,TW,632414199171,Parcel,
P1060040,ADJUSTMENT KNOB,$1.85,$1.85,See Chart,$1.30,See Chart,,Available,TRUE,,TW,632414199188,Parcel,
P1060041,STAR WASHER 5MM,$1.49,$1.49,See Chart,$1.04,See Chart,,Available,TRUE,,TW,632414199195,Parcel,
P1060044,ROCKER GUARD,$1.75,$1.75,See Chart,$1.23,See Chart,,Available,TRUE,,TW,632414199201,Parcel,
P1060050,SUPPORT POST,$1.60,$1.60,See Chart,$1.12,See Chart,,Available,TRUE,,TW,632414199249,Parcel,
P1060051,ADJUSTMENT KNOB,$1.60,$1.60,See Chart,$1.12,See Chart,,Available,TRUE,,TW,632414199256,Parcel,
P1060054B,BLADE 7 TPI,$1.60,$1.60,See Chart,$1.12,See Chart,,Available,TRUE,,TW,632414199270,Parcel,
P1060057,ANCHOR PLATE,$2.30,$2.30,See Chart,$1.61,See Chart,,Available,TRUE,,TW,632414199294,Parcel,
P1060071,RIVET 3 X 6,$1.49,$1.49,See Chart,$1.04,See Chart,,Available,TRUE,,TW,690550865145,Parcel,
P1060073,FIBER WASHER 5 X D12,$1.49,$1.49,See Chart,$1.04,See Chart,,Available,TRUE,,TW,632414199324,Parcel,
P1060MANUAL,MANUAL FOR G1060 07/97,$21.95,$21.95,See Chart,$15.37,See Chart,,Available,FALSE,,TW,632414199348,Parcel,
P1061001,MOTOR BASE,$78.85,$78.85,See Chart,$55.20,See Chart,,Available,FALSE,,TW,632414199355,Parcel,
P1061002,*DISCD*MOTOR CASE V1,$24.75,$24.75,See Chart,$17.33,See Chart,,Available,TRUE,,TW,632414199362,Parcel,
P1061002V2,MOTOR CASE W/ STATOR V2,$166.65,$166.65,See Chart,$116.66,See Chart,,Available,FALSE,,TW,632414199379,Parcel,
P1061005,ROTOR,$34.15,$34.15,See Chart,$23.91,See Chart,,Available,FALSE,,TW,632414199386,Parcel,
P1061007,MOTOR FAN,$1.85,$1.85,See Chart,$1.30,See Chart,,Available,FALSE,,TW,632414199393,Parcel,
P1061009,END BELL,$16.35,$16.35,See Chart,$11.45,See Chart,,Available,FALSE,,TW,632414199409,Parcel,
P1061016,SWITCH PANEL,$4.60,$4.60,See Chart,$3.22,See Chart,,Available,FALSE,,TW,632414199416,Parcel,
P1061018,ON/OFF SWITCH,$20.20,$20.20,See Chart,$14.14,See Chart,,Available,FALSE,,TW,632414199423,Parcel,
P1061022,CLAMP,$1.60,$1.60,See Chart,$1.12,See Chart,,Unavailable,FALSE,,TW,,Parcel,
P1061024,CLAMP CORD,$1.60,$1.60,See Chart,$1.12,See Chart,,Unavailable,FALSE,,TW,,Parcel,
P1061025,FLOOR PLATE,$1.85,$1.85,See Chart,$1.30,See Chart,,Available,FALSE,,TW,632414199454,Parcel,
P1061029,"WHEEL FLANGE 5/8"" BORE",$2.60,$2.60,See Chart,$1.82,See Chart,,Available,FALSE,,TW,632414199461,Parcel,
P1061030,HEX NUT LH,$1.49,$1.49,See Chart,$1.04,See Chart,,Unavailable,FALSE,,TW,632414199478,Parcel,
P1061033,CENTRIFUGAL SWITCH 3450,$11.70,$11.70,See Chart,$8.19,See Chart,,Available,FALSE,,TW,632414199485,Parcel,
P1061034,CONTACT SWITCH PLATE,$7.75,$7.75,See Chart,$5.43,See Chart,,Available,FALSE,,TW,632414199492,Parcel,
P1061035,T-BUSHING 3/4 X 1-1/4 X 3/8,$2.45,$2.45,See Chart,$1.72,See Chart,,Available,FALSE,,TW,690550971686,Parcel,
P1061049,T-BUSHING 5/8 X 1 X 5/16,$1.85,$1.85,See Chart,$1.30,See Chart,,Available,FALSE,,TW,632414199515,Parcel,
P1061101,4-WAY WARNING LABEL,$4.25,$4.25,See Chart,$2.98,See Chart,,Unavailable,FALSE,,US,,Parcel,
P1061102,ELECTRICAL WARNING LABEL,$4.25,$4.25,See Chart,$2.98,See Chart,,Unavailable,FALSE,,US,,Parcel,
P1061103,MACHINE ID LABEL (G1061),$16.40,$16.40,See Chart,$11.48,See Chart,,Unavailable,FALSE,,US,,Parcel,
P1061MANUAL,MANUAL FOR G1061 01/02,$10.50,$10.50,See Chart,$7.35,See Chart,,Available,FALSE,,US,632414199522,Parcel,
P1061Z004,STATOR,$159.40,$159.40,See Chart,$111.58,See Chart,,Available,FALSE,,TW,690550469930,Parcel,
P1061Z005,ROTOR,$147.50,$147.50,See Chart,$103.25,See Chart,,Unavailable,FALSE,,TW,632414643124,Parcel,
P1061Z033,CENTRIFUGAL SWITCH 1725,$8.80,$8.80,See Chart,$6.16,See Chart,,Available,FALSE,,TW,632414199539,Parcel,
P1061Z034,CONTACT SWITCH PLATE,$8.70,$8.70,See Chart,$6.09,See Chart,,Available,FALSE,,TW,632414199546,Parcel,
P1061Z103,MACHINE ID LABEL (G1061Z),$16.40,$16.40,See Chart,$11.48,See Chart,,Unavailable,FALSE,,US,,Parcel,
P1061ZMANUAL,MANUAL FOR G1061Z 01/02,$21.95,$21.95,See Chart,$15.37,See Chart,,Unavailable,FALSE,,TW,632414199560,Parcel,
P1062026,*DISCD*LEFT GUARD,$7.20,$7.20,See Chart,$5.04,See Chart,,Available,TRUE,,TW,632414199577,Parcel,
P1062031,*DISCD*RIGHT & LEFT COVER,$22.45,$22.45,See Chart,$15.72,See Chart,,Available,TRUE,,TW,632414199591,Parcel,
P1062034,*DISCD*RIGHT TOOL REST,$15.25,$15.25,See Chart,$10.68,See Chart,,Available,TRUE,,TW,632414199607,Parcel,
P1062035,*DISCD*LEFT TOOL REST,$15.25,$15.25,See Chart,$10.68,See Chart,,Available,TRUE,,TW,632414199614,Parcel,
P1063001,*DISCD*BASE,$54.95,$54.95,See Chart,$38.47,See Chart,,Available,TRUE,,TW,632414199621,Parcel,
P1063011,*DISCD*END BELL,$35.95,$35.95,See Chart,$25.17,See Chart,,Available,TRUE,,TW,632414199638,Parcel,
P1063018,*DISCD*SWITCH,$6.05,$6.05,See Chart,$4.24,See Chart,,Available,TRUE,,TW,632414199645,Parcel,
P1063023,*DISCD*BOTTOM COVER,$7.50,$7.50,See Chart,$5.25,See Chart,,Available,TRUE,,TW,632414199652,Parcel,
P1063024,*DISCD*FOOT,$2.30,$2.30,See Chart,$1.61,See Chart,,Available,TRUE,,TW,632414199669,Parcel,
P1063026,*DISCD*GUARD LEFT OR RIGHT,$14.10,$14.10,See Chart,$9.87,See Chart,,Available,TRUE,,TW,632414199676,Parcel,
P1063029,*DISCD*HEX NUT 5/8-11 LH,$3.45,$3.45,See Chart,$2.42,See Chart,,Available,TRUE,,TW,632414199690,Parcel,
P1063032,*DISCD*COVER LEFT OR RIGHT,$21.60,$21.60,See Chart,$15.12,See Chart,,Available,TRUE,,TW,632414199706,Parcel,
P1063047,*DISCD*SWITCH MOUNT,$11.50,$11.50,See Chart,$8.05,See Chart,,Available,TRUE,,TW,632414199713,Parcel,
P1064005,*DISCD*BRACKET,$1.49,$1.49,See Chart,$1.04,See Chart,,Available,TRUE,,TW,632414199744,Parcel,
P1064011,*DISCD*BRACKET,$1.49,$1.49,See Chart,$1.04,See Chart,,Available,TRUE,,TW,632414199768,Parcel,
P1064014,*DISCD*GIB,$1.49,$1.49,See Chart,$1.04,See Chart,,Available,TRUE,,TW,632414199782,Parcel,
P1064017,*DISCD*BAR,$8.65,$8.65,See Chart,$6.06,See Chart,,Available,TRUE,,TW,632414199799,Parcel,
P1064018,*DISCD*MID-BASE,$32.50,$32.50,See Chart,$22.75,See Chart,,Available,TRUE,,TW,632414199805,Parcel,
P1064020A,*DISCD*UPPER BASE V2.10.02,$44.00,$44.00,See Chart,$30.80,See Chart,,Available,TRUE,,TW,632414199829,Parcel,
P1064023,*DISCD*JAW PLATE,$7.20,$7.20,See Chart,$5.04,See Chart,,Available,TRUE,,TW,632414199836,Parcel,
P1064025,DOG PT SET SCREW           ,$1.49,$1.49,See Chart,$1.04,See Chart,,Available,TRUE,,CN,632414199843,Parcel,
P1064027,*DISCD*LOCK HANDLE,$1.49,$1.49,See Chart,$1.04,See Chart,,Available,TRUE,,TW,632414199850,Parcel,
P1066004,SIDE PANEL,$68.85,$68.85,See Chart,$48.20,See Chart,,Available,FALSE,,TW,632414199874,Parcel,
P1066005-1,BRASS SHIM,$1.49,$1.49,See Chart,$1.04,See Chart,,Available,TRUE,,TW,632414199898,Parcel,
