,Pricing effective 8/2/2026. Last data refresh 8/3/2026 3:03 AM Pacific,,,,,,,,,,,,,,
,Item Number,Description,MSRP,Today's Non-Dealer Price,Today's Non-Dealer Ship Cost,Dealer Price,Dealer Shipping Cost,Dealer MAP,Item Status,Discontinued,Brand,Country of Origin,UPC,Ship Type,Price Notes
,C1515,"Single Fluted Straight Bit, 1/2"" Shank, 3/8"" Dia.",$5.95,,See Chart,$3.07,See Chart,,,TRUE,Grizzly,,,Parcel,
,C1520,"2-1/4"" Crown Moulding Bit, 1/2"" Shank",$49.95,,See Chart,$35.47,See Chart,,,TRUE,Grizzly,,,Parcel,
,C1521,"1-3/4"" Crown Moulding Bit, 1/2"" Shank",$42.95,,See Chart,$22.04,See Chart,,,TRUE,Grizzly,,,Parcel,
,C1523,"2-1/4"" Crown Moulding Bit, 1/2"" Shank",$49.95,,See Chart,$38.27,See Chart,,,TRUE,Grizzly,,,Parcel,
,C1524,"1-7/8"" Crown Moulding Bit, 1/2"" Shank",$46.95,,See Chart,$22.04,See Chart,,,TRUE,Grizzly,,,Parcel,
,C1525,"1-1/2"" Crown Moulding Bit, 1/2"" Shank",$41.95,,See Chart,$19.44,See Chart,,,TRUE,Grizzly,,,Parcel,
,C1527,"1-7/8"" Cove Moulding Bit, 1/2"" Shank",$43.95,,See Chart,$20.44,See Chart,,,TRUE,Grizzly,,,Parcel,
,C1528,"1-5/8"" Cove Moulding Bit, 1/2"" Shank",$37.95,,See Chart,$17.44,See Chart,,,TRUE,Grizzly,,,Parcel,
,C1529,"1-1/2"" Cove Moulding Bit, 1/2"" Shank",$31.95,,See Chart,$16.04,See Chart,,,TRUE,Grizzly,,,Parcel,
,C1541,"1-1/8"" Picture Frame Bit, 1/2"" Shank",$37.95,,See Chart,$28.86,See Chart,,,TRUE,Grizzly,,,Parcel,Price Change
,C1552,"Window Sash Set - Beads, 1/2"" Shank",$82.95,,See Chart,$59.68,See Chart,,,TRUE,Grizzly,,,Parcel,
,C1554,"Window Sash (Part of a Set) - Ogee, 1/2"" Shank",$40.95,,See Chart,$18.94,See Chart,,,TRUE,Grizzly,,,Parcel,
,C1555,"Window Sash Set - Ogee, 1/2"" Shank",$73.95,,See Chart,$46.76,See Chart,,,TRUE,Grizzly,,,Parcel,
,C1581,"Handrail Bit (Finger Grip of Set #2), 1/2"" Shank",$48.95,,See Chart,$22.56,See Chart,,,TRUE,Grizzly,,,Parcel,
,C1632,"Plunging Ogee Panel Boring Bit, 1/4"" Shank, 13/16"" Cutting Dia.",$20.95,,See Chart,$10.46,See Chart,,,TRUE,Grizzly,,,Parcel,
,C1633,"Plunging Ogee Panel Boring Bit, 1/2"" Shank, 13/16"" Cutting Dia.",$16.95,,See Chart,$15.26,See Chart,,,FALSE,Grizzly,,,Parcel,
,C1651,"Carbide Tipped Classical Stile & Rail Set, 1/2"" Shank",$118.95,,See Chart,$81.47,See Chart,,,TRUE,Grizzly,,,Parcel,
,C1652,"Carbide-Tipped Reversible Stile & Rail - Ogee, 1/2"" Shank",$60.95,,See Chart,$46.38,See Chart,,,TRUE,Grizzly,,,Parcel,
,C1653,"Carbide-Tipped Reversible Stile & Rail - Beveled, 1/2"" Shank",$60.95,,See Chart,$38.97,See Chart,,,TRUE,Grizzly,,,Parcel,
,C1654,"Carbide-Tipped Reversible Stile & Rail - Classical, 1/2"" Shank",$60.95,,See Chart,$39.27,See Chart,,,TRUE,Grizzly,,,Parcel,
,C1657,"Classical Plunging Bit, 1/2"" Shank, 1-3/16"" Dia.",$20.95,,See Chart,$11.06,See Chart,,,TRUE,Grizzly,,,Parcel,
,C1664,"10 Bevel Bowl Bit, 1/2"" Shank",$23.95,,See Chart,$14.36,See Chart,,,TRUE,Grizzly,,,Parcel,
,C1665,"Tongue & Groove Kit, 1/2"" Shank",$61.95,,See Chart,$55.76,See Chart,,,FALSE,Grizzly,,,Parcel,
,C1666,Cutter for C1665,$19.95,,See Chart,$17.95,See Chart,,,FALSE,Grizzly,,,Parcel,
,C1667,"1/2"" Arbor w/ Nut for C1665",$4.50,,See Chart,$1.77,See Chart,,,TRUE,Grizzly,,,Parcel,
,C1673,"Classical Plunge Pattern Bit, 1/4"" Shank",$33.95,,See Chart,$15.46,See Chart,,,TRUE,Grizzly,,,Parcel,
,C1681,"Classical Plunge Pattern Bit, 1/2"" Shank",$34.95,,See Chart,$19.97,See Chart,,,TRUE,Grizzly,,,Parcel,
,C1682,"Adj. Finger Joint Bit w/ Bearing Guide, 1/2"" Shank",$82.95,,See Chart,$74.66,See Chart,,,FALSE,Grizzly,,,Parcel,
,C1685,"1/2"" Arbor for C1682",$5.50,,See Chart,$2.06,See Chart,,,TRUE,Grizzly,,,Parcel,
,C1686,3.6mm Spacer Set for C1682,$6.95,,See Chart,$3.36,See Chart,,,TRUE,Grizzly,,,Parcel,
,C1696,"Solid Carbide Spiral Downcut Bit, 1/4"" Shank, 1/4"" Dia.",$12.95,,See Chart,$11.65,See Chart,,,FALSE,Grizzly,,,Parcel,
,C1711,"Corner Lock Miter Bit, 1/4"" Shank",$38.95,,See Chart,$35.05,See Chart,,,FALSE,Grizzly,,,Parcel,
,C1712,"Corner Lock Miter Bit, 1/2"" Shank, 1-5/8"" Cutting Diameter",$38.95,,See Chart,$35.05,See Chart,,,FALSE,Grizzly,,,Parcel,
,C1712Z,"Super-Duty Corner Lock Miter Bit, 1/2"" Shank",$46.95,,See Chart,$42.26,See Chart,,,FALSE,Grizzly,,,Parcel,
