SKU,Title,Costway Product Type,Mapped Product Type
37681290,Triangle Corner Desk with Charging Station Keyboard Tray and Storage Shelf-Rustic Brown,Furniture > Home Office > Office Desks > Corner Desks,Corner Desks
18064732,High Back Folding Boat Seat with Blue White Sponge Cushion and Flexible Hinges-Blue,Sports > Water Sports > Surfing,Surfing
45862730,Patio Hammock Foldable Portable Swing Chair Bed with Detachable Pillow,Outdoor > Outdoor & Patio Furniture > Hammocks,Hammocks
91287560,12V Kids Ride On ATV 4 Wheeler with MP3 and Headlights-Red,Toys & Hobbies > Ride On Toys > Powered Ride On Toys,Ride On Toys
91287560,12V Kids Ride On ATV 4 Wheeler with MP3 and Headlights-Pink,Toys & Hobbies > Ride On Toys > Powered Ride On Toys,Ride On Toys
91287560,12V Kids Ride On ATV 4 Wheeler with MP3 and Headlights-Black,Toys & Hobbies > Ride On Toys > Powered Ride On Toys,Ride On Toys
91287560,12V Kids Ride On ATV 4 Wheeler with MP3 and Headlights-Blue,Toys & Hobbies > Ride On Toys > Powered Ride On Toys,Ride On Toys
35742891,Outdoor Hammock with Detachable Pillow-Red,Outdoor > Outdoor & Patio Furniture > Hammocks,Hammocks
42310968,Baby High Chair Foldable Feeding Chair with 4 Lockable Wheels-Black,Baby & Kids > Nursery Furniture > High Chairs,High Chairs
42590873,1400W TV Stand Electric Fireplace Mantel with Remote Control-Natural,Appliances > Climate Control Appliances > Fireplaces,Fireplaces
42590873,1400W TV Stand Electric Fireplace Mantel with Remote Control-White,Appliances > Climate Control Appliances > Fireplaces,Fireplaces
62304897,5 Pieces Patio Rattan Furniture Set with Acacia Wood Table,Outdoor > Outdoor & Patio Furniture > Patio Furniture Sets > Patio Conversation Sets,Patio Furniture Sets
47316859,4.5/6/7 Feet Flocked Christmas Tree with Warm White LED Lights-6 ft,Decor > Holiday Decor > Christmas > Christmas Tree,Christmas Trees
62980453,3.75HP Folding Treadmill with APP and 12 Preset Programs,Sports > Exercise Machines > Treadmills,Treadmills
75418092,4.75HP Folding Treadmill with Preset Programs Touch Screen Control-Black,Sports > Exercise Machines > Treadmills,Treadmills
57263481,4-in-1 Convertible Baby High Chair Infant Feeding Chair with Adjustable Tray-Gray,Baby & Kids > Nursery Furniture > High Chairs,High Chairs
59042613,Large Metal Chicken Coop with Cover,Pets > Chicken Coops,Chicken Coops
34625810,7-in-1 Inflatable Giant Water Park Bouncer with Dual Climbing Walls and 735W Blower,Toys & Hobbies > Outdoor Play > Inflatable Water Slides,Water Slides
64982305,2-Person Rattan Hanging Porch Swing Chair-Red,Outdoor > Outdoor & Patio Furniture > Porch Swings,Porch Swings
26357819,8 Pieces Patio Space-Saving Rattan Furniture Set with Storage Box and Waterproof Cover-Navy,Outdoor > Outdoor & Patio Furniture > Patio Furniture Sets > Outdoor Sectionals,Patio Furniture Sets
26357819,8 Pieces Patio Space-Saving Rattan Furniture Set with Storage Box and Waterproof Cover-Turquoise,Outdoor > Outdoor & Patio Furniture > Patio Furniture Sets > Outdoor Sectionals,Patio Furniture Sets
61075498,Platform Bed with Button Tufted Headboard-Beige,Furniture > Bedroom > Beds & Bed Frames > Simple Bed Frame,Simple Bed Frames
34075612,4-in-1 Baby Tricycle Toddler Trike with Convertible Seat-Blue,Baby & Kids > Baby Strollers,Baby Strollers
34075612,4-in-1 Baby Tricycle Toddler Trike with Convertible Seat-Gray,Baby & Kids > Baby Strollers,Baby Strollers
34075612,4-in-1 Baby Tricycle Toddler Trike with Convertible Seat-Pink,Baby & Kids > Baby Strollers,Baby Strollers
62943510,12V Kids Ride on Electric Formula Racing Car with Remote Control-Pink,Toys & Hobbies > Ride On Toys > Powered Ride On Toys,Ride On Toys
27186403,Pet Feeder Station with Stainless Steel Bowl-White,Pets > Dog Supplies,Dog Supplies
43502678,20 Pounds Apple Wood Pellets 100% All-Natural for Pellet Grills,Outdoor > Outdoor Grills,Outdoor Grills
19405268,3-in-1 Kids Outdoor Picnic Water Sand Table with Umbrella Play Boxes-Yellow,Baby & Kids > Toddler & Kids Furniture > Kids Table & Chair Sets,Kids Table & Chair Sets
43678109,4 Tiers Slim Bamboo Floor Storage Cabinet with Shutter Door and Anti-Toppling Device-Natural,Bath > Floor Cabinets,Floor Cabinets
83591274,2-Drawer Home Office Desk with Steel Frame-Brown,Furniture > Home Office > Office Desks > Writing Desks,Writing Desks
79314206,2-tier Oval Narrow Bedside End Table-Rustic Brown,Furniture > Living Room > End & Side Tables,End & Side Tables
80165397,32 x 20 Inch Propane Rattan Fire Pit Table Set with Side Table Tank and Cover-Brown,Outdoor > Outdoor Heating > Fire Pits > Fire Pit Tables,Fire Pits
80127659,35 Inch Propane Gas Fire Pit Table Wicker Rattan with Lava Rocks PVC Cover-Black,Outdoor > Outdoor Heating > Fire Pits > Fire Pit Tables,Fire Pits
41320756,52 Inch Rattan Wicker Propane Fire Pit Table with Rain Cover and Lava Rock-Black,Outdoor > Outdoor Heating > Fire Pits > Fire Pit Tables,Fire Pits
21943658,3-in-1 Kids Climber Set Wooden Arch Triangle Rocker with Ramp and Mat,Toys & Hobbies > Indoor Play > Climbers & Slides,Climbers & Slides
83591274,2-Drawer Home Office Desk with Steel Frame-Black,Furniture > Home Office > Office Desks > Writing Desks,Writing Desks
01267859,2-Person Patio Wicker Hanging Swing Chair-Black,Outdoor > Outdoor & Patio Furniture > Porch Swings,Porch Swings
74281905,Full/Queen Size Upholstered Platform Bed Frame with Storage Ottoman-Full Size,Furniture > Bedroom > Beds & Bed Frames > Simple Bed Frame,Simple Bed Frames
42539761,8 x 14 Feet Rectangular Recreational Trampoline with Safety Enclosure Net and Ladder-Blue,Toys & Hobbies > Outdoor Play > Trampolines,Trampolines
42539761,8 x 14 Feet Rectangular Recreational Trampoline with Safety Enclosure Net and Ladder-Orange,Toys & Hobbies > Outdoor Play > Trampolines,Trampolines
26489715,2 Pieces Folding Camping Tables with Large Capacity Storage Sink for Picnic,Outdoor > Camping > Camping Furniture,Camping Furnitures
51046873,Folding Retractable Travel Camping Cot with Mattress and Carry Bag-Blue,Outdoor > Camping > Camping Furniture,Camping Furnitures
71824936,Bamboo Over The Toilet Storage Cabinet Bathroom with Adjustable Shelf-Natural,Bath > Over the Toilet Storage,Over the Toilet Storages
61209743,3 Pieces Adjustable TV Stand for TVs up to 65 Inch with Shelves-White,Furniture > Living Room > Entertainment Centers & TV Stands,Entertainment Centers & TV Stands
04635721,7 In 1 Kids Indoor Gym Playground Swedish Wall Ladder for Solid Wall-Yellow,Toys & Hobbies > Indoor Play > Climbers & Slides,Climbers & Slides
60297138,7 In 1 Kids Indoor Gym Playground Swedish Wall Ladder for Solid Wall-Yellow,Toys & Hobbies > Indoor Play > Climbers & Slides,Climbers & Slides
26357819,8 Pieces Patio Space-Saving Rattan Furniture Set with Storage Box and Waterproof Cover-White,Outdoor > Outdoor & Patio Furniture > Patio Furniture Sets > Outdoor Sectionals,Patio Furniture Sets
29436508,12V Ride on Tractor with 3-Gear-Shift Ground Loader for Kids 3+ Years Old-Dark Green,Toys & Hobbies > Ride On Toys > Powered Ride On Toys,Ride On Toys
07236498,Over the Door Pantry Organizer Rack with Adjustable Door Hook and 6 Basket,Kitchen > Kitchen Organization,Kitchen Organizations
09567328,3-Tier Fruit Basket Stand with Adjustable Heights,Kitchen > Kitchen Organization,Kitchen Organizations
94608237,Ladder Shelf Desk Bookcase with Countertop  Drawer and 2 Shelves-Natural,Furniture > Home Office > Bookcases,Bookcases
94608237,Ladder Shelf Desk Bookcase with Countertop  Drawer and 2 Shelves-Walnut,Furniture > Home Office > Bookcases,Bookcases
71908536,Vanity Table Set with Flip Top Mirror Lights USB Writing Desk and Stool-Brown,Furniture > Bedroom > Makeup Vanities,Makeup Vanities
24761085,Counter Height Sewing Craft Table Computer Desk with Adjustable Shelves and Drawer-White,Furniture > Home Office > Office Desks > Sewing Tables,Sewing Tables
83156274,5 Pieces Kids Wooden Activity Play Furniture Set with Building Blocks-Blue,Baby & Kids > Toddler & Kids Furniture > Kids Table & Chair Sets,Kids Table & Chair Sets
59136078,34 Inch Square Concrete Propane Fire Pit Table with Lava Rocks and Cover 50 000 BTU-Gray,Outdoor > Outdoor Heating > Fire Pits > Fire Pit Tables,Fire Pits
16435789,58 Inch TV Stand Entertainment Console Center with Adjustable Open Shelves-Black,Furniture > Living Room > Entertainment Centers & TV Stands,Entertainment Centers & TV Stands
65407321,58 Inch Fireplace TV Stand with Adjustable Shelves for TVs up to 65 Inch-Black,Furniture > Living Room > Entertainment Centers & TV Stands,Entertainment Centers & TV Stands
65407321,58 Inch Fireplace TV Stand with Adjustable Shelves for TVs up to 65 Inch-Natural,Furniture > Living Room > Entertainment Centers & TV Stands,Entertainment Centers & TV Stands
76823459,6 Pieces Patio Dining Set Folding Chairs Glass Table Tilt Umbrella for Garden-Gray,Outdoor > Outdoor & Patio Furniture > Patio Furniture Sets > Patio Dining Sets,Patio Furniture Sets
69487205,4 Pieces Patio Furniture Set with Armrest Loveseat Sofas and Glass Table Deck-Gray,Outdoor > Outdoor & Patio Furniture > Patio Furniture Sets > Patio Conversation Sets,Patio Furniture Sets
42976803,4 Pieces Stackable Patio Dining Chairs Set with Armrest-Black,Outdoor > Outdoor & Patio Furniture > Outdoor Seating & Patio Chairs > Patio Dining Chairs,Patio Dining Chairs
76830429,5 x 7 Inch Non-Shedding Distressed Vintage Indoor Area Rug,Decor > Decorative Accessories > Rugs,Rugs
86405237,7.5 Feet Flocked Christmas Tree,Decor > Holiday Decor > Christmas > Christmas Tree,Christmas Trees
49231650,2 Pieces Patio Rattan Wicker Bar Stool Chairs-Brown,Outdoor > Outdoor & Patio Furniture > Patio Bar Furniture,Patio Bar Furnitures
78239154,Area Rug with Non-Shedding Surface and Anti-slip Bottom-S,Decor > Decorative Accessories > Rugs,Rugs
31254896,Faux Wool Fabric Area Rugs Doormat-M,Decor > Decorative Accessories > Rugs,Rugs
79825361,Folding Rollator Walker with 8-inch Wheels and Seat-Red,Health & Beauty > Health Care > Walkers & Rollators,Walkers & Rollators
02534697,Modern Glass Square Coffee Table with Metal Frame for Living Room-White,Furniture > Living Room > Coffee Tables,Coffee Tables
95138406,4 Pieces of Metal Patio Furniture Chat Set with Tempered Glass Coffee Table,Outdoor > Outdoor & Patio Furniture > Patio Furniture Sets > Patio Conversation Sets,Patio Furniture Sets
378214659,150 Pounds Patio Umbrella Base Stand Wheels Planter Outdoor-Black,Outdoor > Outdoor Shades > Outdoor Umbrella Bases,Outdoor Umbrella Bases
84023956,Propane Tank Cover Hideaway Table for Standard 20 Pounds Propane Tank-Gray,Outdoor > Outdoor Heating > Fire Pits > Fire Pit Tables,Fire Pits
46187320,3-Seat Outdoor Porch Swing with Adjustable Canopy and Padded Cushions-Beige,Outdoor > Outdoor & Patio Furniture > Porch Swings,Porch Swings
47095168,2-Seat Outdoor Cushioned Porch Swing with Adjustable Canopy and Tempered Glass Table-Beige,Outdoor > Outdoor & Patio Furniture > Porch Swings,Porch Swings
12709368,32 Inch Propane Fire Pit Table Square Tabletop with Lava Rocks Cover 50000 BTU-Black,Outdoor > Outdoor Heating > Fire Pits > Fire Pit Tables,Fire Pits
71980354,5-Tier Modern Wood Cat Tower with Washable Cushions-Gray,Pets > Cat Supplies > Cat Trees  Condos & Scratchers,Cat Trees Condos & Scratchers
08563149,9-cube Adjustable Storage Shoe Bench with Padded Cushion-Rustic Brown,Furniture > Entryway > Shoe Racks & Storage Benches,Shoe Racks & Storage Benches
96012574,Full/Queen Size Upholstered Bed Frame with 4 Drawers-Silver-Full Size,Furniture > Bedroom > Beds & Bed Frames > Simple Bed Frame,Simple Bed Frames
64135029,Full/Queen Size Upholstered Bed Frame with 4 Drawers-Green-Full Size,Furniture > Bedroom > Beds & Bed Frames > Simple Bed Frame,Simple Bed Frames
81543790,18 Inch Square Patio Bistro Table with Rustproof Frame,Outdoor > Outdoor & Patio Furniture > Patio Tables > Patio Coffee Tables,Patio Coffee Tables
53409867,Patio Side Table with Tempered Glass Tabletop,Outdoor > Outdoor & Patio Furniture > Patio Tables > Patio Coffee Tables,Patio Coffee Tables
31059786,52 Inch Reversible Ceiling Fan with LED Light and Adjustable Temperature-Silver,Decor > Lighting > Ceiling Fans,Ceiling Fans
85217403,Full/Queen Size Upholstered Bed Frame with 4 Storage Drawers-Full Size,Furniture > Bedroom > Beds & Bed Frames > Simple Bed Frame,Simple Bed Frames
67981523,Bathroom Tall Freestanding Storage Cabinet with Open Shelves and Drawer-White,Bath > Floor Cabinets,Floor Cabinets
32618094,9.5 Inch Golf Cart Bag with 14 Way Dividers Top Organizer-Black,Sports > Golf,Golfs
32618094,9.5 Inch Golf Cart Bag with 14 Way Dividers Top Organizer-Navy,Sports > Golf,Golfs
86253917,Kids Rocking Chair with Solid Wood Legs-Blue,Baby & Kids > Toddler & Kids Furniture > Kids Chairs & Seating,Kids Chairs & Seating
86253917,Kids Rocking Chair with Solid Wood Legs-Pink,Baby & Kids > Toddler & Kids Furniture > Kids Chairs & Seating,Kids Chairs & Seating
58364271,32 Pints 2000 Sq. Ft Dehumidifier for Home and Basements with 3-Color Digital Display-White,Appliances > Climate Control Appliances > Dehumidifiers,Dehumidifiers
90721345,13.5 x 4 Feet Patio BBQ Grill Gazebo Canopy with Dual Side Awnings-Gray,Outdoor > Outdoor Shades > Gazebos,Gazebos
98073645,14 Dividers Golf Cart Bag with 7 Zippered Pocket,Sports > Golf,Golfs
29465870,Rustic Wooden Wishing Well with Adjustable Hanging Bucket-Brown,Decor > Decorative Accessories > Outdoor Decor,Outdoor Decors
83724019,Spacious Outdoor Rattan Daybed with Upholstered Cushions and Pillows-Gray,Outdoor > Outdoor & Patio Furniture > Patio Furniture Sets > Outdoor Sectionals,Patio Furniture Sets
40896153,7.5 Feet Pre-Lit Snowy Upside Down Christmas Tree 1100 Tips,Decor > Holiday Decor > Christmas > Christmas Tree,Christmas Trees
26357819,8 Pieces Patio Space-Saving Rattan Furniture Set with Storage Box and Waterproof Cover-Red,Outdoor > Outdoor & Patio Furniture > Patio Furniture Sets > Outdoor Sectionals,Patio Furniture Sets
57489162,7 Pieces Patio Rattan Furniture Set with Sectional Sofa Cushioned-Black,Outdoor > Outdoor & Patio Furniture > Patio Furniture Sets > Outdoor Sectionals,Patio Furniture Sets
49086153,Folding Camping Moon Padded Chair with Carrying Bag-Red,Outdoor > Camping > Camping Furniture,Camping Furnitures
43625870,Round Modern Dining Table with Solid Wooden Leg-White,Furniture > Kitchen & Dining > Dining Tables,Dining Tables
85607923,5 Pieces Patio Rattan Furniture Set Cushioned Sofa Armrest Wooden Tabletop-Off White,Outdoor > Outdoor & Patio Furniture > Patio Furniture Sets > Patio Conversation Sets,Patio Furniture Sets
03924516,3-Tier Open Bookcase 8-Cube Floor Standing Storage Shelves Display Cabinet-White,Furniture > Home Office > Bookcases,Bookcases
47295083,4-in-1 Inflatable Bounce Castle without Blower,Toys & Hobbies > Outdoor Play > Bounce House,Bounce Houses
92356817,7.2 Feet Patio Thatched Tiki Umbrella Hawaiian Hula Beach Umbrella,Outdoor > Outdoor Shades > Outdoor Umbrellas,Outdoor Umbrellas
36921745,8 Feet Patio Thatched Tiki Umbrella Hawaiian Hula Beach Umbrella,Outdoor > Outdoor Shades > Outdoor Umbrellas,Outdoor Umbrellas
03816527,60-Pint Dehumidifier for Home and Basements 4000 Sq. Ft with 3-Color Digital Display-White,Appliances > Climate Control Appliances > Dehumidifiers,Dehumidifiers
41265093,4-in-1 Kids Bouncer with Long Slide and Jumping Area for Yard and Lawn with 680W Blower,Toys & Hobbies > Outdoor Play > Bounce House,Bounce Houses
17538064,Cushioned Hammock Swing Chair with Hanging Kit-Beige,Outdoor > Outdoor & Patio Furniture > Hammocks,Hammocks
17538064,Cushioned Hammock Swing Chair with Hanging Kit-Black,Outdoor > Outdoor & Patio Furniture > Hammocks,Hammocks
74825391,4 Pieces Patio Rattan Furniture Set Cushioned Sofa Glass Table-Navy,Outdoor > Outdoor & Patio Furniture > Patio Furniture Sets > Outdoor Sectionals,Patio Furniture Sets
74825391,4 Pieces Patio Rattan Furniture Set Cushioned Sofa Glass Table-Black,Outdoor > Outdoor & Patio Furniture > Patio Furniture Sets > Outdoor Sectionals,Patio Furniture Sets
60829715,Wooden Kids Study Desk and Chair Set with Drawer and 2 Storage Cabinets-Dark Brown,Baby & Kids > Toddler & Kids Furniture > Kids Table & Chair Sets,Kids Table & Chair Sets
36820951,8/10 Feet Recreational Trampoline with Basketball Hoop-12 ft,Toys & Hobbies > Outdoor Play > Trampolines,Trampolines
65482713,2-Person Hanging Porch Swing Wood Bench with Cushion Curved Back,Outdoor > Outdoor & Patio Furniture > Porch Swings,Porch Swings
71968520,Filled Punching Bag Set for Adults- 56 lbs,Sports > Strength Training > Boxing & Martial Arts,Boxing & Martial Arts
32084579,11 Pounds Kids Hanging Punching Bag Set with Punching Gloves-Black,Sports > Strength Training > Boxing & Martial Arts,Boxing & Martial Arts
71968520,Filled Punching Bag Set with Boxing Gloves- 63 lbs,Sports > Strength Training > Boxing & Martial Arts,Boxing & Martial Arts
43862715,360° Rotating Mirrored Jewelry Cabinet Armoire 3 Color LED Modes Lockable-White,Furniture > Bedroom > Jewelry Armoires,Jewelry Armoires
43862715,360° Rotating Mirrored Jewelry Cabinet Armoire 3 Color LED Modes Lockable-Brown,Furniture > Bedroom > Jewelry Armoires,Jewelry Armoires
43862715,360° Rotating Mirrored Jewelry Cabinet Armoire 3 Color LED Modes Lockable-Dark Brown,Furniture > Bedroom > Jewelry Armoires,Jewelry Armoires
35489167,3 Pieces Patio Rattan Furniture Set with Cushioned Sofas and Wood Table Top-White,Outdoor > Outdoor & Patio Furniture > Patio Furniture Sets > Patio Conversation Sets,Patio Furniture Sets
90471362,4 Pieces Patio Rattan Furniture Set with 2-Tier Coffee Table-White,Outdoor > Outdoor & Patio Furniture > Patio Furniture Sets > Patio Conversation Sets,Patio Furniture Sets
04369217,2-Person Patio Glider Bench with High Back and Curved Armrests-Brown,Outdoor > Outdoor & Patio Furniture > Outdoor Seating & Patio Chairs > Patio Rocking Chairs & Gliders,Patio Rocking Chairs & Gliders
